sheet,sub_table,column_position,column_label,cdid,sign_prefix,unit,table_code,classification,notes,item_code1,item_code2,item_code3,ko_name,ko_definition,source
Table_R2,3,9,"Secondary income, Central government",FNSV,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,FNSV,CA,,2차소득 - 중앙정부,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,3,10,"Secondary income, Other sectors",FNTC,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,FNTC,CA,,2차소득 - 기타부문,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,4,2,Trade in goods,D28J,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,D28J,CA,,상품무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,4,3,Trade in services,D28K,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,D28K,CA,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,4,4,Total trade,D28L,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,D28L,CA,,상품·서비스 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,4,5,"Primary income,  Total",D28M,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,D28M,CA,,1차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,4,6,"Secondary income, Total",D28N,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,D28N,CA,,2차소득 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,4,7,Current balance,AA6H,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,AA6H,CA,,경상수지 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R3,3,2,Direct investment,N2QP,false,GBP billion,R3,revision,9개 부표 단일 시트 적층,N2QP,CA,,직접투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — IIP 9 sub-tables)
Table_R3,3,3,Portfolio investment,HLYX,false,GBP billion,R3,revision,9개 부표 단일 시트 적층,HLYX,CA,,증권투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — IIP 9 sub-tables)
Table_R3,3,4,Other investment,AIOP,false,GBP billion,R3,revision,9개 부표 단일 시트 적층,AIOP,CA,,기타투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — IIP 9 sub-tables)
Table_R3,3,5,Reserve assets,HHCB,false,GBP billion,R3,revision,9개 부표 단일 시트 적층,HHCB,CA,,준비자산,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — IIP 9 sub-tables)
Table_R3,3,6,Total investment income earnings,HMBN,false,GBP billion,R3,revision,9개 부표 단일 시트 적층,HMBN,CA,,국제투자 개정,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — IIP 9 sub-tables)
Table_R3,6,2,Direct investment,N2Q4,false,GBP billion,R3,revision,9개 부표 단일 시트 적층,N2Q4,CA,,직접투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — IIP 9 sub-tables)
Table_R3,6,3,Portfolio investment,HLZC,false,GBP billion,R3,revision,9개 부표 단일 시트 적층,HLZC,CA,,증권투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — IIP 9 sub-tables)
Table_R3,6,4,Other investment,HLZN,false,GBP billion,R3,revision,9개 부표 단일 시트 적층,HLZN,CA,,기타투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — IIP 9 sub-tables)
Table_R3,6,5,Total investment income,HMBO,false,GBP billion,R3,revision,9개 부표 단일 시트 적층,HMBO,CA,,국제투자 개정,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — IIP 9 sub-tables)
Table_R3,9,2,Direct investment,MU7E,false,GBP billion,R3,revision,9개 부표 단일 시트 적층,MU7E,CA,,직접투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — IIP 9 sub-tables)
Table_R3,9,3,Portfolio investment,HLZX,false,GBP billion,R3,revision,9개 부표 단일 시트 적층,HLZX,CA,,증권투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — IIP 9 sub-tables)
Table_R3,9,4,Other investment,CGNA,false,GBP billion,R3,revision,9개 부표 단일 시트 적층,CGNA,CA,,기타투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — IIP 9 sub-tables)
Table_R3,9,5,Reserve assets,HHCB,false,GBP billion,R3,revision,9개 부표 단일 시트 적층,HHCB,CA,,준비자산,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — IIP 9 sub-tables)
Table_R3,9,6,Total net investment income earnings,HMBM,false,GBP billion,R3,revision,9개 부표 단일 시트 적층,HMBM,CA,,국제투자 개정,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — IIP 9 sub-tables)
